date,ticker,open,high,low,close,volume
2020-11-30,BBCA,9630,9770,9470,9610,9148139
2020-12-01,BBCA,9550,9580,9460,9490,15499327
2020-12-02,BBCA,9460,9540,9360,9430,13656483
2020-12-03,BBCA,9430,9540,9360,9470,4856638
2020-12-04,BBCA,9430,9530,9150,9250,10842382
2020-12-07,BBCA,9280,9370,9170,9270,18366346
2020-12-08,BBCA,9270,9450,9190,9360,9215254
2020-12-09,BBCA,9410,9480,9320,9390,8571512
2020-12-10,BBCA,9420,9440,9330,9360,18569670
2020-12-11,BBCA,9220,9300,9000,9070,10319797
2020-12-14,BBCA,9000,9090,8950,9030,3463572
2020-12-15,BBCA,8990,9060,8950,9020,23351764
2020-12-16,BBCA,9050,9150,8980,9080,1748690
2020-12-17,BBCA,9060,9060,8960,8960,17927303
2020-12-18,BBCA,8950,9190,8810,9040,18062336
2020-12-21,BBCA,9040,9280,8960,9200,16726345
2020-12-22,BBCA,9200,9290,9140,9230,14172565
2020-12-23,BBCA,9230,9250,9180,9210,23897247
2020-12-24,BBCA,9250,9270,9240,9270,12969187
2020-12-25,BBCA,9230,9360,9070,9190,10268566
2020-12-28,BBCA,9190,9380,8860,9050,1678327
2020-12-29,BBCA,9110,9390,8860,9140,9911592
2020-12-30,BBCA,9150,9210,9040,9100,22562819
2020-12-31,BBCA,9080,9170,8900,8980,5876728
2021-01-01,BBCA,8950,9030,8790,8870,7429341
2021-01-04,BBCA,8850,8870,8700,8710,8635375
2021-01-05,BBCA,8770,8780,8750,8750,9814218
2021-01-06,BBCA,8740,8860,8510,8630,15799824
2021-01-07,BBCA,8590,8700,8310,8420,3755983
2021-01-08,BBCA,8360,8460,8310,8410,12712961
2021-01-11,BBCA,8410,8610,8210,8400,19555357
2021-01-12,BBCA,8420,8550,8360,8490,17893521
2021-01-13,BBCA,8460,8540,8280,8360,4160415
2021-01-14,BBCA,8320,8420,8200,8290,20893160
2021-01-15,BBCA,8300,8340,8280,8330,4971313
2021-01-18,BBCA,8270,8330,8180,8230,4001067
2021-01-19,BBCA,8290,8380,8270,8350,14634048
2021-01-20,BBCA,8450,8500,8440,8480,5918913
2021-01-21,BBCA,8450,8480,8430,8470,7680427
2021-01-22,BBCA,8470,8480,8440,8440,13984202
2021-01-25,BBCA,8420,8440,8360,8380,8699485
2021-01-26,BBCA,8370,8420,8170,8220,10433256
2021-01-27,BBCA,8210,8310,8180,8270,19008416
2021-01-28,BBCA,8280,8400,8260,8390,10537926
2021-01-29,BBCA,8300,8310,8160,8170,6986487
2021-02-01,BBCA,8220,8390,8100,8270,5986396
2021-02-02,BBCA,8310,8310,8290,8290,6205686
2021-02-03,BBCA,8280,8530,8150,8390,9313361
2021-02-04,BBCA,8350,8450,8290,8400,7427702
2021-02-05,BBCA,8420,8450,8420,8450,31733567
2021-02-08,BBCA,8370,8430,8250,8310,18324531
2021-02-09,BBCA,8340,8430,8330,8420,9403415
2021-02-10,BBCA,8410,8480,8310,8380,8827554
2021-02-11,BBCA,8340,8390,8290,8340,19151217
2021-02-12,BBCA,8320,8570,8140,8380,12181049
2021-02-15,BBCA,8380,8500,8280,8400,5619583
2021-02-16,BBCA,8410,8460,8350,8390,8082414
2021-02-17,BBCA,8360,8380,8310,8330,6535813
2021-02-18,BBCA,8330,8410,8280,8360,8252449
2021-02-19,BBCA,8250,8340,8120,8210,11201065
2021-02-22,BBCA,8210,8330,8080,8190,26740389
2021-02-23,BBCA,8150,8310,8070,8230,9875477
2021-02-24,BBCA,8180,8340,7940,8090,6978890
2021-02-25,BBCA,8120,8210,8110,8210,11665316
2021-02-26,BBCA,8200,8320,8040,8160,4296923
2021-03-01,BBCA,8230,8310,8160,8240,6644561
2021-03-02,BBCA,8200,8230,8090,8120,25462987
2021-03-03,BBCA,8080,8220,8030,8160,5363828
2021-03-04,BBCA,8100,8120,7980,8000,12774578
2021-03-05,BBCA,7990,8090,7860,7960,5756122
2021-03-08,BBCA,7980,8030,7940,7980,3055089
2021-03-09,BBCA,7990,8030,7980,8010,12977202
2021-03-10,BBCA,8030,8230,7770,7960,8912650
2021-03-11,BBCA,7980,8020,7910,7950,16565051
2021-03-12,BBCA,7910,7980,7830,7900,10949009
2021-03-15,BBCA,7830,7870,7740,7790,4906907
2021-03-16,BBCA,7730,7760,7700,7730,10104307
2021-03-17,BBCA,7760,7780,7720,7740,12733494
2021-03-18,BBCA,7750,7800,7700,7750,10251522
2021-03-19,BBCA,7740,7850,7640,7750,8780350
2021-03-22,BBCA,7690,7840,7560,7710,14014942
2021-03-23,BBCA,7730,7830,7590,7690,5952210
2021-03-24,BBCA,7680,7810,7530,7660,13216403
2021-03-25,BBCA,7640,7660,7530,7550,9475183
2021-03-26,BBCA,7520,7540,7480,7500,17659502
2021-03-29,BBCA,7520,7750,7360,7580,23315369
2021-03-30,BBCA,7560,7630,7450,7530,4453997
2021-03-31,BBCA,7570,7640,7510,7580,8566256
2021-04-01,BBCA,7590,7660,7430,7500,13483129
2021-04-02,BBCA,7480,7570,7350,7440,5143503
2021-04-05,BBCA,7440,7540,7250,7350,14569726
2021-04-06,BBCA,7370,7450,7340,7420,15446310
2021-04-07,BBCA,7380,7480,7290,7390,11339630
2021-04-08,BBCA,7390,7590,7340,7530,19769582
2021-04-09,BBCA,7530,7540,7410,7420,8114671
2021-04-12,BBCA,7520,7560,7500,7550,32831332
2021-04-13,BBCA,7510,7560,7290,7350,14384481
2021-04-14,BBCA,7370,7540,7280,7450,18319187
2021-04-15,BBCA,7470,7500,7450,7480,12066457
2021-04-16,BBCA,7450,7510,7420,7480,18362655
2021-04-19,BBCA,7450,7450,7320,7330,8896513
2021-04-20,BBCA,7280,7350,7250,7320,15706964
2021-04-21,BBCA,7300,7380,7230,7310,20749961
2021-04-22,BBCA,7280,7300,7260,7280,10544355
2021-04-23,BBCA,7310,7390,7250,7330,10767852
2021-04-26,BBCA,7300,7530,7180,7410,26173919
2021-04-27,BBCA,7410,7490,7350,7430,25798538
2021-04-28,BBCA,7410,7430,7370,7400,6493711
2021-04-29,BBCA,7400,7470,7370,7440,11808991
2021-04-30,BBCA,7460,7530,7450,7510,5976908
2021-05-03,BBCA,7500,7520,7420,7440,6117791
2021-05-04,BBCA,7460,7690,7350,7570,13140129
2021-05-05,BBCA,7620,7790,7470,7640,22669622
2021-05-06,BBCA,7660,7690,7650,7680,19488399
2021-05-07,BBCA,7650,7710,7640,7700,6169072
2021-05-10,BBCA,7670,7740,7560,7620,5450471
2021-05-11,BBCA,7680,7840,7540,7700,5820956
2021-05-12,BBCA,7640,7720,7450,7530,10663716
2021-05-13,BBCA,7520,7640,7380,7500,8162767
2021-05-14,BBCA,7500,7650,7380,7520,3483706
2021-05-17,BBCA,7550,7610,7500,7560,11777043
2021-05-18,BBCA,7590,7790,7460,7650,15828939
2021-05-19,BBCA,7630,7820,7520,7710,11500746
2021-05-20,BBCA,7780,7860,7730,7810,7959804
2021-05-21,BBCA,7790,7850,7740,7790,8787802
2021-05-24,BBCA,7820,7890,7740,7810,24605419
2021-05-25,BBCA,7810,7920,7660,7760,6369275
2021-05-26,BBCA,7740,7750,7590,7600,4170283
2021-05-27,BBCA,7620,7810,7540,7730,5063469
2021-05-28,BBCA,7780,7950,7700,7860,9384496
2021-05-31,BBCA,7810,7890,7610,7680,9138872
2021-06-01,BBCA,7710,7750,7660,7700,9984298
2021-06-02,BBCA,7790,7900,7690,7800,21311957
2021-06-03,BBCA,7740,7790,7560,7610,4101114
2021-06-04,BBCA,7550,7570,7460,7480,6170479
2021-06-07,BBCA,7420,7450,7360,7390,16345486
2021-06-08,BBCA,7410,7540,7320,7450,8817374
2021-06-09,BBCA,7380,7430,7300,7350,5026815
2021-06-10,BBCA,7370,7510,7180,7310,6389605
2021-06-11,BBCA,7330,7430,7260,7360,28927065
2021-06-14,BBCA,7400,7490,7370,7460,11266675
2021-06-15,BBCA,7490,7620,7420,7550,4722997
2021-06-16,BBCA,7540,7580,7420,7460,11012926
2021-06-17,BBCA,7500,7660,7400,7560,9819107
2021-06-18,BBCA,7570,7680,7400,7510,13337476
2021-06-21,BBCA,7530,7650,7460,7580,7812112
2021-06-22,BBCA,7550,7650,7410,7500,4635426
2021-06-23,BBCA,7510,7690,7460,7640,16706410
2021-06-24,BBCA,7610,7730,7480,7590,8873414
2021-06-25,BBCA,7570,7710,7460,7600,7541231
2021-06-28,BBCA,7560,7640,7490,7570,16204118
2021-06-29,BBCA,7560,7590,7470,7490,15797195
2021-06-30,BBCA,7470,7770,7220,7500,15322715
2021-07-01,BBCA,7520,7540,7420,7450,12410452
2021-07-02,BBCA,7460,7680,7320,7530,15610941
2021-07-05,BBCA,7470,7630,7320,7480,10471839
2021-07-06,BBCA,7450,7490,7420,7460,11391313
2021-07-07,BBCA,7490,7540,7450,7500,10817089
2021-07-08,BBCA,7490,7510,7450,7470,7462175
2021-07-09,BBCA,7470,7510,7400,7440,20131778
2021-07-12,BBCA,7440,7470,7300,7330,3783565
2021-07-13,BBCA,7310,7440,7230,7360,6985718
2021-07-14,BBCA,7350,7450,7280,7370,16987349
2021-07-15,BBCA,7400,7420,7330,7350,15279336
2021-07-16,BBCA,7350,7410,7310,7370,7512354
2021-07-19,BBCA,7340,7390,7210,7260,7406805
2021-07-20,BBCA,7270,7330,7220,7280,13687863
2021-07-21,BBCA,7290,7340,7270,7320,10552666
2021-07-22,BBCA,7270,7320,7230,7280,11058113
2021-07-23,BBCA,7270,7320,7180,7220,26147026
2021-07-26,BBCA,7180,7270,7020,7110,4780550
2021-07-27,BBCA,7110,7120,7010,7020,13541131
2021-07-28,BBCA,7020,7200,6760,6930,18385487
2021-07-29,BBCA,6910,7020,6820,6930,15549122
2021-07-30,BBCA,6940,6970,6900,6930,5684766
2021-08-02,BBCA,6930,6990,6920,6970,4833882
2021-08-03,BBCA,6980,7010,6960,6980,3940006
2021-08-04,BBCA,6940,7090,6720,6870,19256055
2021-08-05,BBCA,6890,7010,6770,6890,7531875
2021-08-06,BBCA,6920,7000,6780,6850,16000555
2021-08-09,BBCA,6830,6920,6770,6860,15442759
2021-08-10,BBCA,6910,7040,6810,6940,20511185
2021-08-11,BBCA,6960,7020,6950,7020,23668130
2021-08-12,BBCA,7020,7140,6830,6960,17135540
2021-08-13,BBCA,7000,7080,6930,7010,18056023
2021-08-16,BBCA,7000,7040,6890,6930,22783004
2021-08-17,BBCA,6990,7100,6920,7020,7292664
2021-08-18,BBCA,7020,7090,6990,7070,11188917
2021-08-19,BBCA,7040,7200,6870,7020,28426402
2021-08-20,BBCA,7010,7260,6910,7160,16564473
2021-08-23,BBCA,7190,7330,7000,7140,18530747
2021-08-24,BBCA,7130,7260,7010,7140,5932503
2021-08-25,BBCA,7150,7160,7100,7110,10372534
2021-08-26,BBCA,7080,7100,7080,7100,5156936
2021-08-27,BBCA,7100,7240,6960,7100,17489629
2021-08-30,BBCA,7070,7090,7010,7020,8766634
2021-08-31,BBCA,6990,7000,6930,6930,9411564
2021-09-01,BBCA,6990,7110,6880,7000,15596331
2021-09-02,BBCA,6950,6960,6950,6950,12628069
2021-09-03,BBCA,6960,7000,6960,7000,6321619
2021-09-06,BBCA,6990,7030,6970,7010,11834345
2021-09-07,BBCA,6980,7020,6910,6950,4639149
2021-09-08,BBCA,6950,7040,6890,6970,9341817
2021-09-09,BBCA,7000,7070,6970,7040,11165520
2021-09-10,BBCA,7040,7180,7010,7150,11902229
2021-09-13,BBCA,7170,7210,7140,7170,14303178
2021-09-14,BBCA,7160,7430,6990,7250,11123705
2021-09-15,BBCA,7220,7270,7180,7230,3994225
2021-09-16,BBCA,7200,7310,7150,7250,12040382
2021-09-17,BBCA,7270,7270,7250,7260,11282847
2021-09-20,BBCA,7290,7450,7100,7260,13471456
2021-09-21,BBCA,7250,7260,7210,7210,8100572
2021-09-22,BBCA,7240,7380,7080,7230,13064769
2021-09-23,BBCA,7240,7360,7140,7250,11061977
2021-09-24,BBCA,7340,7340,7270,7280,21979315
2021-09-27,BBCA,7290,7410,7270,7380,7602406
2021-09-28,BBCA,7450,7630,7440,7620,12599146
2021-09-29,BBCA,7590,7690,7470,7560,25252648
2021-09-30,BBCA,7560,7600,7490,7530,16494207
2021-10-01,BBCA,7560,7600,7550,7600,19233407
2021-10-04,BBCA,7620,7760,7470,7620,9004906
2021-10-05,BBCA,7570,7720,7410,7550,23310474
2021-10-06,BBCA,7530,7590,7450,7510,22979906
2021-10-07,BBCA,7540,7610,7500,7560,9362208
2021-10-08,BBCA,7600,7850,7560,7810,7916190
2021-10-11,BBCA,7790,7830,7720,7760,7723473
2021-10-12,BBCA,7780,7880,7640,7740,6457064
2021-10-13,BBCA,7690,7760,7670,7740,4740457
2021-10-14,BBCA,7700,7810,7690,7800,10267416
2021-10-15,BBCA,7790,7830,7770,7820,6419349
2021-10-18,BBCA,7780,7970,7490,7670,10966167
2021-10-19,BBCA,7640,7700,7570,7630,9359084
2021-10-20,BBCA,7610,7730,7590,7700,11775006
2021-10-21,BBCA,7700,7760,7650,7700,13417343
2021-10-22,BBCA,7630,7710,7620,7690,22038349
2021-10-25,BBCA,7630,7660,7590,7620,4119201
2021-10-26,BBCA,7660,7700,7590,7630,20042679
2021-10-27,BBCA,7660,7740,7530,7610,5456834
2021-10-28,BBCA,7640,7690,7610,7670,7881441
2021-10-29,BBCA,7680,7830,7600,7750,9167653
2021-11-01,BBCA,7730,7840,7570,7680,11955667
2021-11-02,BBCA,7700,7800,7580,7670,19349864
2021-11-03,BBCA,7680,7730,7630,7680,6431873
2021-11-04,BBCA,7700,7830,7490,7620,5184015
2021-11-05,BBCA,7630,7640,7630,7630,10282461
2021-11-08,BBCA,7600,7750,7510,7660,24095795
2021-11-09,BBCA,7630,7830,7360,7550,13971059
2021-11-10,BBCA,7520,7550,7440,7460,11283527
2021-11-11,BBCA,7460,7470,7380,7390,13096417
2021-11-12,BBCA,7400,7510,7220,7330,7427757
2021-11-15,BBCA,7320,7370,7320,7370,21493496
2021-11-16,BBCA,7340,7390,7270,7310,20735035
2021-11-17,BBCA,7240,7290,7180,7230,12689499
2021-11-18,BBCA,7170,7190,7010,7040,6748978
2021-11-19,BBCA,7040,7100,7000,7070,9666089
2021-11-22,BBCA,7080,7180,7010,7110,11220465
2021-11-23,BBCA,7140,7180,7080,7130,18054730
2021-11-24,BBCA,7150,7320,7020,7190,13173071
2021-11-25,BBCA,7140,7140,7040,7040,35095334
2021-11-26,BBCA,6980,7010,6930,6960,11024829
2021-11-29,BBCA,6990,7020,6940,6970,10193987
2021-11-30,BBCA,7000,7150,6970,7130,27273069
2021-12-01,BBCA,7120,7320,7030,7230,5411908
2021-12-02,BBCA,7230,7280,7200,7250,15625305
2021-12-03,BBCA,7260,7480,7100,7310,4678217
2021-12-06,BBCA,7270,7450,7010,7190,13433479
2021-12-07,BBCA,7200,7420,7070,7290,8705350
2021-12-08,BBCA,7310,7400,7280,7370,20924441
2021-12-09,BBCA,7390,7470,7250,7330,8844160
2021-12-10,BBCA,7270,7340,7190,7260,9335696
2021-12-13,BBCA,7270,7310,7250,7290,11214363
2021-12-14,BBCA,7240,7340,7190,7290,11485439
2021-12-15,BBCA,7320,7460,7220,7360,6719531
2021-12-16,BBCA,7310,7390,7290,7370,6561113
2021-12-17,BBCA,7350,7360,7340,7350,10550677
2021-12-20,BBCA,7350,7360,7320,7330,6057148
2021-12-21,BBCA,7390,7440,7380,7430,7476501
2021-12-22,BBCA,7430,7550,7360,7470,7554049
2021-12-23,BBCA,7440,7590,7340,7490,8307174
2021-12-24,BBCA,7450,7530,7280,7360,5213185
2021-12-27,BBCA,7330,7400,7250,7320,16227684
2021-12-28,BBCA,7340,7490,7250,7390,19284556
2021-12-29,BBCA,7430,7750,7200,7520,8081931
2021-12-30,BBCA,7530,7590,7450,7510,18379252
2021-12-31,BBCA,7510,7560,7450,7490,11849328
2022-01-03,BBCA,7450,7670,7340,7560,17416966
2022-01-04,BBCA,7600,7690,7470,7560,12160095
2022-01-05,BBCA,7520,7550,7350,7380,6681364
2022-01-06,BBCA,7380,7490,7380,7480,9593542
2022-01-07,BBCA,7490,7580,7310,7400,12616892
2022-01-10,BBCA,7460,7750,7330,7620,10238677
2022-01-11,BBCA,7620,7630,7580,7590,7835967
2022-01-12,BBCA,7580,7630,7440,7490,24586015
2022-01-13,BBCA,7540,7640,7540,7630,6671850
2022-01-14,BBCA,7640,7860,7460,7680,16243673
2022-01-17,BBCA,7680,7730,7620,7670,5612254
2022-01-18,BBCA,7620,7620,7540,7540,10267879
2022-01-19,BBCA,7520,7700,7320,7490,7240044
2022-01-20,BBCA,7510,7670,7430,7590,11175712
2022-01-21,BBCA,7630,7740,7550,7660,4514054
2022-01-24,BBCA,7620,7650,7560,7580,14143444
2022-01-25,BBCA,7610,7630,7550,7570,5112090
2022-01-26,BBCA,7580,7580,7530,7530,11519041
2022-01-27,BBCA,7510,7700,7300,7480,12932207
2022-01-28,BBCA,7470,7610,7360,7500,12510234
2022-01-31,BBCA,7490,7560,7390,7460,10583842
2022-02-01,BBCA,7380,7500,7210,7320,17940109
2022-02-02,BBCA,7340,7490,7290,7440,12453702
2022-02-03,BBCA,7400,7520,7370,7490,11189280
2022-02-04,BBCA,7450,7500,7420,7470,11766092
2022-02-07,BBCA,7460,7680,7270,7480,19443005
2022-02-08,BBCA,7460,7540,7360,7430,8652738
2022-02-09,BBCA,7430,7430,7300,7310,6768601
2022-02-10,BBCA,7290,7360,7250,7320,27159136
2022-02-11,BBCA,7280,7300,7230,7240,13113380
2022-02-14,BBCA,7210,7260,7190,7230,21489952
2022-02-15,BBCA,7210,7300,7060,7160,7117780
2022-02-16,BBCA,7210,7440,7140,7370,8072367
2022-02-17,BBCA,7400,7600,7250,7440,8749547
2022-02-18,BBCA,7440,7490,7360,7410,6563846
2022-02-21,BBCA,7390,7420,7340,7380,7466422
2022-02-22,BBCA,7400,7420,7310,7330,8217836
2022-02-23,BBCA,7250,7320,7150,7230,6404368
2022-02-24,BBCA,7170,7190,7110,7130,10778175
2022-02-25,BBCA,7060,7110,7050,7100,22075477
2022-02-28,BBCA,7080,7150,7040,7100,9687622
2022-03-01,BBCA,7090,7170,7050,7130,11299747
2022-03-02,BBCA,7160,7160,7130,7140,9773413
2022-03-03,BBCA,7150,7280,7070,7200,6588540
2022-03-04,BBCA,7190,7250,7060,7130,10362264
2022-03-07,BBCA,7110,7130,7110,7120,10939100
2022-03-08,BBCA,7170,7260,7110,7200,13854288
2022-03-09,BBCA,7220,7270,7210,7260,12625145
2022-03-10,BBCA,7260,7270,7200,7200,26963481
2022-03-11,BBCA,7200,7320,7070,7200,8703957
2022-03-14,BBCA,7200,7330,7170,7300,14928869
2022-03-15,BBCA,7370,7440,7320,7390,14056911
2022-03-16,BBCA,7380,7560,7280,7470,18346973
2022-03-17,BBCA,7490,7620,7420,7550,10131027
2022-03-18,BBCA,7580,7720,7560,7700,7524491
2022-03-21,BBCA,7710,7850,7570,7710,8969855
2022-03-22,BBCA,7750,7900,7690,7840,10729462
2022-03-23,BBCA,7810,7940,7690,7820,6922930
2022-03-24,BBCA,7780,7800,7650,7670,2977246
2022-03-25,BBCA,7660,7730,7590,7660,14504296
2022-03-28,BBCA,7670,7750,7530,7620,18966367
2022-03-29,BBCA,7640,7760,7520,7640,19666899
2022-03-30,BBCA,7700,7850,7590,7730,4587506
2022-03-31,BBCA,7780,7820,7750,7790,15309819
2022-04-01,BBCA,7790,7850,7770,7830,16054343
2022-04-04,BBCA,7810,8020,7620,7830,5639943
2022-04-05,BBCA,7880,8070,7820,8010,10882329
2022-04-06,BBCA,7960,8080,7740,7860,17638254
2022-04-07,BBCA,7810,7900,7590,7680,5071151
2022-04-08,BBCA,7610,7640,7470,7500,6973463
2022-04-11,BBCA,7580,7640,7580,7630,10764244
2022-04-12,BBCA,7680,7770,7660,7750,25945226
2022-04-13,BBCA,7760,8020,7420,7670,5994379
2022-04-14,BBCA,7640,7640,7520,7520,8491599
2022-04-15,BBCA,7500,7590,7480,7580,17531836
2022-04-18,BBCA,7540,7670,7440,7570,13760465
2022-04-19,BBCA,7590,7650,7440,7490,9826941
2022-04-20,BBCA,7460,7460,7410,7410,25753352
2022-04-21,BBCA,7460,7460,7440,7440,14121691
2022-04-22,BBCA,7450,7470,7430,7450,10443036
2022-04-25,BBCA,7400,7510,7390,7510,6454376
2022-04-26,BBCA,7490,7550,7490,7550,7078362
2022-04-27,BBCA,7510,7570,7420,7480,3778509
2022-04-28,BBCA,7410,7550,7190,7320,9703284
2022-04-29,BBCA,7380,7460,7360,7440,9096548
2022-05-02,BBCA,7450,7680,7320,7550,13512375
2022-05-03,BBCA,7510,7630,7410,7530,11547233
2022-05-04,BBCA,7430,7460,7370,7390,6649456
2022-05-05,BBCA,7360,7390,7320,7360,19537612
2022-05-06,BBCA,7370,7390,7350,7360,3826360
2022-05-09,BBCA,7390,7590,7310,7510,8950208
2022-05-10,BBCA,7530,7710,7470,7640,12678241
2022-05-11,BBCA,7640,7760,7510,7630,12999644
2022-05-12,BBCA,7590,7600,7560,7560,7063023
2022-05-13,BBCA,7610,7660,7430,7480,7239729
2022-05-16,BBCA,7520,7610,7490,7580,10726481
2022-05-17,BBCA,7560,7620,7500,7560,33158437
2022-05-18,BBCA,7590,7690,7520,7620,14143511
2022-05-19,BBCA,7580,7650,7460,7540,4505161
2022-05-20,BBCA,7540,7940,7290,7680,17913486
2022-05-23,BBCA,7780,7930,7750,7900,10088831
2022-05-24,BBCA,7930,8060,7890,8010,10065131
2022-05-25,BBCA,8010,8160,7830,7960,9586447
2022-05-26,BBCA,7970,8030,7900,7950,7522160
2022-05-27,BBCA,7910,7960,7840,7890,4532870
2022-05-30,BBCA,7860,7910,7800,7850,8540808
2022-05-31,BBCA,7870,7940,7770,7830,6822055
2022-06-01,BBCA,7870,7910,7860,7900,16796520
2022-06-02,BBCA,7910,7960,7890,7940,34764844
2022-06-03,BBCA,8000,8150,7930,8090,9595963
2022-06-06,BBCA,8120,8180,8080,8130,5225817
2022-06-07,BBCA,8150,8250,8130,8230,11201433
2022-06-08,BBCA,8240,8270,8210,8240,13523062
2022-06-09,BBCA,8310,8420,8260,8370,14293536
2022-06-10,BBCA,8360,8390,8240,8270,12141050
2022-06-13,BBCA,8360,8430,8340,8410,2782938
2022-06-14,BBCA,8440,8630,8240,8420,6632329
2022-06-15,BBCA,8410,8550,8370,8510,9860372
2022-06-16,BBCA,8550,8710,8470,8630,13281924
2022-06-17,BBCA,8620,8710,8580,8670,8514213
2022-06-20,BBCA,8660,8670,8650,8660,12586249
2022-06-21,BBCA,8620,8680,8600,8650,14342016
2022-06-22,BBCA,8750,8760,8650,8660,13909290
2022-06-23,BBCA,8710,8790,8690,8770,6101423
2022-06-24,BBCA,8840,8950,8790,8900,7983890
2022-06-27,BBCA,8930,9120,8660,8850,10335900
2022-06-28,BBCA,8870,8890,8810,8830,8573057
2022-06-29,BBCA,8740,8770,8690,8720,7792650
2022-06-30,BBCA,8670,8820,8540,8680,15670880
2022-07-01,BBCA,8650,8780,8460,8590,12947412
2022-07-04,BBCA,8650,8930,8450,8720,8426245
2022-07-05,BBCA,8720,8900,8480,8650,26618077
2022-07-06,BBCA,8690,8870,8590,8760,11931108
2022-07-07,BBCA,8810,8880,8680,8750,17199841
2022-07-08,BBCA,8690,8750,8650,8710,7254401
2022-07-11,BBCA,8730,8830,8730,8820,8092834
2022-07-12,BBCA,8830,8880,8820,8860,26607408
2022-07-13,BBCA,8870,8900,8760,8790,12690443
2022-07-14,BBCA,8800,8900,8780,8880,14595460
2022-07-15,BBCA,8880,9040,8550,8710,5231959
2022-07-18,BBCA,8730,8820,8690,8780,12168714
2022-07-19,BBCA,8750,8880,8640,8760,21291423
2022-07-20,BBCA,8850,9060,8830,9030,7475440
2022-07-21,BBCA,9070,9080,9060,9080,9966503
2022-07-22,BBCA,9060,9230,8850,9020,10354571
2022-07-25,BBCA,9040,9170,8930,9060,10262272
2022-07-26,BBCA,9060,9120,9000,9060,11372736
2022-07-27,BBCA,9080,9330,8970,9210,6706244
2022-07-28,BBCA,9200,9220,9150,9160,9956785
2022-07-29,BBCA,9190,9400,9020,9220,4729381
2022-08-01,BBCA,9230,9290,9110,9160,4154849
2022-08-02,BBCA,9220,9280,9190,9250,13854702
2022-08-03,BBCA,9280,9400,9160,9270,20376173
2022-08-04,BBCA,9250,9420,9130,9300,9642961
2022-08-05,BBCA,9300,9320,9240,9260,11913236
2022-08-08,BBCA,9260,9310,9220,9270,8997085
2022-08-09,BBCA,9300,9420,9240,9350,12275426
2022-08-10,BBCA,9310,9400,9100,9190,17105821
2022-08-11,BBCA,9090,9160,9020,9090,10941060
2022-08-12,BBCA,9140,9340,9090,9290,8478124
2022-08-15,BBCA,9340,9590,9300,9550,9680153
2022-08-16,BBCA,9620,9780,9500,9660,9153438
2022-08-17,BBCA,9650,9840,9470,9650,7421138
2022-08-18,BBCA,9790,9800,9780,9790,9781299
2022-08-19,BBCA,9740,10090,9570,9920,7570221
2022-08-22,BBCA,9920,9920,9840,9840,7617274
2022-08-23,BBCA,9880,9900,9760,9780,7503431
2022-08-24,BBCA,9780,9820,9720,9760,11402910
2022-08-25,BBCA,9780,10020,9560,9790,5211623
2022-08-26,BBCA,9820,9840,9770,9790,5313470
2022-08-29,BBCA,9790,9830,9650,9700,17028721
2022-08-30,BBCA,9650,9840,9430,9610,7317160
2022-08-31,BBCA,9530,9590,9420,9480,5767267
2022-09-01,BBCA,9470,9580,9380,9490,17280022
2022-09-02,BBCA,9460,9530,9350,9420,9212522
2022-09-05,BBCA,9450,9470,9420,9440,9957394
2022-09-06,BBCA,9390,9420,9350,9380,5666676
2022-09-07,BBCA,9400,9580,9240,9420,11888205
2022-09-08,BBCA,9440,9610,9370,9540,4047141
2022-09-09,BBCA,9590,9610,9580,9600,11807736
2022-09-12,BBCA,9540,9670,9440,9570,5534833
2022-09-13,BBCA,9610,9830,9340,9560,4750381
2022-09-14,BBCA,9500,9520,9410,9430,5692710
2022-09-15,BBCA,9370,9390,9330,9340,12921209
2022-09-16,BBCA,9330,9450,9080,9200,12383926
2022-09-19,BBCA,9150,9190,9120,9160,3833792
2022-09-20,BBCA,9190,9400,8950,9160,24412875
2022-09-21,BBCA,9240,9260,9100,9120,14143149
2022-09-22,BBCA,9070,9160,8810,8890,11844053
2022-09-23,BBCA,8980,9070,8960,9060,14818245
2022-09-26,BBCA,9110,9240,9020,9150,6849949
2022-09-27,BBCA,9100,9140,8990,9020,10604813
2022-09-28,BBCA,9030,9130,9030,9120,25595374
2022-09-29,BBCA,9080,9260,8810,8980,14690133
2022-09-30,BBCA,9070,9150,8990,9080,13904557
2022-10-03,BBCA,9090,9130,8960,9000,6618209
2022-10-04,BBCA,9030,9210,8970,9150,9396724
2022-10-05,BBCA,9200,9330,9200,9320,28946822
2022-10-06,BBCA,9330,9400,9230,9300,8532506
2022-10-07,BBCA,9290,9530,9240,9470,17531420
2022-10-10,BBCA,9490,9640,9460,9600,22813473
2022-10-11,BBCA,9700,9860,9420,9570,23480636
2022-10-12,BBCA,9570,9610,9420,9460,7324529
2022-10-13,BBCA,9450,9560,9380,9490,9177548
2022-10-14,BBCA,9520,9530,9480,9490,5327415
2022-10-17,BBCA,9420,9560,9350,9490,7026670
2022-10-18,BBCA,9450,9490,9380,9420,8082411
2022-10-19,BBCA,9530,9780,9300,9540,22429871
2022-10-20,BBCA,9520,9710,9290,9480,12265116
2022-10-21,BBCA,9440,9610,9230,9400,12445120
2022-10-24,BBCA,9450,9710,9390,9650,7782173
2022-10-25,BBCA,9590,9720,9500,9630,8866060
2022-10-26,BBCA,9610,9820,9370,9580,10356998
2022-10-27,BBCA,9680,9730,9560,9610,16022335
